Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Caffeine content (product.metafields.shopify.caffeine-content),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Dietary use (product.metafields.shopify.dietary-use),Digestive supplement type (product.metafields.shopify.digestive-supplement-type),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Face area (product.metafields.shopify.face-area),Flavor (product.metafields.shopify.flavor),Food supplement form (product.metafields.shopify.food-supplement-form),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair treatment effect (product.metafields.shopify.hair-treatment-effect),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Route of administration (product.metafields.shopify.route-of-administration),Shape (product.metafields.shopify.shape),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Supplement health focus (product.metafields.shopify.supplement-health-focus),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / BH Retail,Price / BH Retail,Compare At Price / BH Retail,Included / Zone 1 - GCC,Price / Zone 1 - GCC,Compare At Price / Zone 1 - GCC,Included / Zone 2,Price / Zone 2,Compare At Price / Zone 2,Included / Zone 3,Price / Zone 3,Compare At Price / Zone 3,Included / Zone 4,Price / Zone 4,Compare At Price / Zone 4,Included / Zone 5,Price / Zone 5,Compare At Price / Zone 5,Included / Zone 8,Price / Zone 8,Compare At Price / Zone 8,Included / zone 6,Price / zone 6,Compare At Price / zone 6,Included / zone 7,Price / zone 7,Compare At Price / zone 7,Status
green-lemon-vita-c-blemish-serum-mask-25ml,Green Lemon Vita C Blemish Serum Mask 25ml,"<p><span></span>Instantly achieve a flawless and glowing complexion with this sheet mask containing 20,000ppm of Vitamin C-rich green lemon extract. It works to combat hyperpigmentation and enhance skin's radiance. The powerful formula is also enriched with niacinamide, glutathione, and Vitamin E to revitalize and brighten dull skin. This brightening sheet mask not only reduces the appearance of spots, but also deeply hydrates for a long-lasting, moisturized effect.</p>
<p>Packed with Green Lemon Extract, known for its high Vitamin C content, this mask effectively revitalizes tired and dull skin. Other ingredients such as Glutathione, Vitamin E, and Ferulic Acid further enhance the brightening effects while suppressing melanin production. Made with a water gel sheet material, this mask adheres tightly to the skin, ensuring optimal delivery of the essence for maximum efficacy.<span></span></p>
<p><strong>How to Use</strong><br><span>A</span><span>fter cleansing, prep the skin with toner. Place the mask sheet on the face avoiding the lip and eye areas.Leave on for 15-20 minutes, remove the mask and pat lightly to aid absorption of the remaining essence.</span><span>Do not rinse.G</span><span>ently pat and massage remaining ampoule into skin until absorbed and follow up with moisturizer.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Purified Water, Butylene Glycol, Citrus Limon (Lemon) Fruit Extract (20,000ppm), Niacinamide, 1,2-Hexanediol, Dipropylene Glycol, Hydroxyacetophenone, Arginine, Allantoin, Acrylate/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Disodium EDTA, Fragrance, Ascorbic Acid (100ppm), Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Melia Azadirachta Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Ferulic Acid, Glutathione, Hydrolyzed Sodium Hyaluronate, Tocopherol, Apium Graveolens (Celery) Extract, Brassica Oleracea Italica (Broccoli) Extract, Camellia Sinensis Leaf Extract, Persea Gratissima (Avocado) Fruit Extract, Prunus Mume Fruit Extract, Limonene, Citronellol, Linalool</span></p>
<p><span><strong>Size</strong><br>25 ml</span></p>",Anua,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Mask,"All Skin Types, Anua, Brightening, Dehydration, Dullness, Skin Care, South Korea, Uneven Skin",true,Title,Default Title,,,,,,,,,300.0,shopify,4,deny,manual,1.600,2.000,true,true,,,,,'8809640733628,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/2DF09C8D-8685-4AA5-9C8E-D6504F3ED06D.webp?v=1742948394,1,"",false,,,6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.660,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
birch-moisture-sheet-mask-25ml,Birch Moisture Sheet Mask 25ml,"<p>Indulge in the Anua Birch Moisture Sheet Mask, a hydrating treatment infused with Birch Sap sourced from Gangwon-do. With Aquaxyl™ and 10 types of Hyaluronic Acids, this Korean mask sheet expertly locks in moisture and rejuvenates skin.</p>
<p>Its water-gel texture provides intimate nourishment, while the vegan formula boasts EWG Green Grade ingredients and passes rigorous skin irritation tests for an ethical and effective skincare experience.</p>
<p><meta charset=""UTF-8""><strong>How to Use</strong><br><span>A</span><span>fter cleansing, prep the skin with toner. Place the mask sheet on the face avoiding the lip and eye areas.Leave on for 15-20 minutes, remove the mask and pat lightly to aid absorption of the remaining essence.</span>Do not rinse.G<span>ently pat and massage remaining ampoule into skin until absorbed and follow up with moisturizer.</span></p>
<p><span><strong>Full List of Ingredients</strong><br></span>Water, Dipropylene Glycol, Butylene Glycol, Glycerin, Diglycerin, Betula Platyphylla Japonica Juice, Beta-Glucan, Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Dipotassium Glycyrrhizate , Trehalose, Allantoin, Butyrospermum Parkii Butter, Phytosphingosine, Ceramide NP, Glucose, Xylitol, Xylitylglucoside, Anhydroxylitol, Arginine, Caffeine, Biosaccharide Gum-1, Carbomer, Hydroxyacetophenone, Caprylyl Glycol, Ethylhexylglycerin, 1,2-Hexanediol, Sodium Phytate</p>
<p><strong>Size</strong><br><span>25 ml</span></p>
<p> </p>
<p> </p>",Anua,Health & Beauty > Personal Care > Cosmetics > Skin Care > Compressed Skin Care Mask Sheets,Pads/Patch,"All Skin Types, Anua, Dehydration, Skin Care, South Korea, Uneven Skin",false,Title,Default Title,,,,,,,,,100.0,shopify,0,deny,manual,1.100,2.500,true,true,,,,,'8809640731075,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/28C0B191-60D1-4EFC-87B5-405878B8139E.webp?v=1742948588,1,"",false,,,8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.480,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
glutathiosome-dark-spot-serum-vita-drop-50ml,Glutathiosome Dark Spot Serum Vita Drop 50ml,"<p>Reduce the appearance of dark spots, uneven skin tone, and dull skin with Abib Glutathiosome Dark Spot Serum Vita Drop. This serum utilizes Abib's unique Glutathiosome solution, combining tiny exosome particles for enhanced Glutathione absorption and brightening effects.</p>
<p>Niacinamide and vitamin C inhibit melanin and promote a brighter complexion, while Allantoin, Beta-glucan, and madecassoside protect and soothe the skin. Formulated without artificial fragrance, drying alcohols, or essential oils, this cruelty-free Korean serum contains orange capsules and has an essence-like consistency. Suitable for normal, dry, and combination skin types.</p>
<p><strong>How to Use</strong><br><span>Use </span><span>this serum after cleansing and toning, and apply a moderate amount to the skin. </span></p>
<p><span><meta charset=""UTF-8"">
<strong>Full List of Ingredients</strong><br>Water, Butylene Glycol, Niacinamide, 1,2-Hexanediol, Zea Mays (Corn) Starch, Chondrus Crispus Extract, Chlorella Vulgaris Extract, Saccharum Officinarum (Sugarcane) Extract, Centella Asiatica Leaf Extract, Chitosan, Malus Domestica Fruit Cell Culture Extract, Polyacrylate Crosspolymer-6, Betaine, Glucose, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Acetyl Glucosamine, Fructooligosaccharides, Fructose, Glycerin, Pentylene Glycol, Ethylhexylglycerin, Allantoin, Dipropylene Glycol, Adenosine, Glutathione, Madecassoside, Hydroxypropyl Methylcellulose, Hydrogenated Lecithin, Beta-Glucan, Cholesterol, Asiaticoside, Ascorbic Acid, 3-O-Ethyl Ascorbic Acid, Ascorbyl Glucoside, Ceramide NP, Tocopherol, Ferulic Acid, Lactic Acid, Disodium EDTA, Carbomer, CI 77491 </span></p>
<p><span><strong>Size</strong><br>50 ml</span></p>
<p> </p>
<p> </p>",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Serums,Serum,"Abib, All Skin Types, Brightening, Combination, Darkness of Skin, Dehydration, Pigmentation, Serum, Skin Care, South Korea, Uneven Skin",true,Title,Default Title,,,,,,,,,80.0,shopify,4,deny,manual,8.800,,true,true,,,,,'8809562558514,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5498.webp?v=1742947213,1,"",false,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.136,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
glutathiosome-dark-spot-pad-vita-touch-145ml,Glutathiosome Dark Spot Pad Vita Touch 220ml,"<p>Abib Glutathiosome Dark Spot Pad Vita Touch combines a brightening solution, skin exfoliation, and skin barrier protection all in one pad. </p>
<ul>
<li>It combines glutathione, vitamin C, and niacinamide to help reduce the appearance of dark spots by inhibiting melanin, giving the skin a glow boost. </li>
<li>Provides gentle exfoliation and removes excess dead skin cells with LHA. </li>
<li>Panthenol, Allantoin, Beta-glucan and Madecassoside soothes and protects the skin from environmental stressors. </li>
<li>Cruelty-free and formulated without artificial fragrance, essential oil and drying alcohols. </li>
</ul>
<p><strong>How to Use</strong><br><span>Use this after cleansing. Apply the pad to the face for 5 - 10 mins, and gently pat any remaining essence to allow absorption. </span></p>
<p><span><strong>Full List of Ingredients</strong><br></span><span>Water, Dipropylene Glycol, Glycerin, Butylene Glycol, Propanediol, Methylpropanediol, Niacinamide, Vincetoxicum Atratum Extract, Phellinus Linteus Extract, Althaea Rosea Flower Extract, Chitosan, Malus Domestica Fruit Cell Culture Extract, Hydroxyacetophenone, Betaine, Allantoin, Panthenol, Caprylyl Glycol, Polyglyceryl-10 Isostearate, Ethylhexylglycerin, Adenosine, 1,2-Hexanediol, Polyglyceryl-10 Oleate, Sodium Phytate, Glutathione, Beta-Glucan, Pentylene Glycol, Glucosylrutin, Hydrogenated Lecithin, Cholesterol, Ascorbic Acid, 3-O-Ethyl Ascorbic Acid, Ascorbyl Glucoside, Ceramide NP, Capryloyl Salicylic Acid, Ferulic Acid, Madecassoside, Tocopherol, Lactic Acid, Dipotassium Phosphate, Acetyl Glutamine, Cellulose Gum, Caffeine, Xanthan Gum</span></p>
<p><span><strong>Size</strong><br></span>220 ml</p>
<p> </p>",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care,Pads/Patch,"Abib, All Skin Types, Brightening, Combination, Darkness of Skin, Dehydration, Pad, Pad / Patch, Pigmentation, Skin Care, South Korea, Uneven Skin",true,Title,Default Title,,,,,,,,,350.0,shopify,17,deny,manual,9.000,,true,true,,,,,'53675766,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5497.webp?v=1742946500,1,"",false,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
deep-clean-foam-cleanser-sedum-hyaluron-foam-150ml,Deep Clean Foam Cleanser Sedum Hyaluron Foam 150ml,"<p>Experience moist skin without tightness after cleaning with the hydrating formula and refreshing finish of the Abib Deep clean foam cleanser Sedum Hyaluron foam.</p>
<ul>
<li>Infused with Sedum and 8 hyaluronic acids, it provides intensive moisture and fills the skin with hydration during cleansing. </li>
<li>Draws out skin impurities and makeup residue for clear pores and smooth skin with the gentle exfoliation of Baking Soda. </li>
<li>Amino Acid complete helps retain moisture and reinforce the skin barrier. </li>
<li>Cruelty-free and formulated free of artificial fragrance, essential oils and drying alcohols. </li>
</ul>
<p><meta charset=""UTF-8""><b>How to Use</b><br><span>Dispense a pea-sized amount to wet hands and rub hands together to create a rich foam. Massage the foam gently all over the face and rinse off with lukewarm water. </span></p>
<p><span><meta charset=""UTF-8"">
<strong>Full List of Ingredients<br></strong>Water, Glycerin, Hydrogenated Palm Acid, Potassium Hydroxide, Potassium Cocoyl Glycinate, Glyceryl Stearate, Polyquaternium-7, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Phytate, 1,2-Hexanediol, Sodium Benzoate, Sedum Sarmentosum Extract, Sodium Hyaluronate, Allantoin, Panthenol, Sodium Bicarbonate, Hydroxypropyltrimonium Hyaluronate, Butylene Glycol, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Glycine, Serine, Glutamic Acid, Hyaluronic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Cysteine, Methionine, Potassium Hyaluronate</span></p>
<p><span><strong>Size</strong><br>150 ml</span></p>",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansers,"Abib, All Skin Types, Cleanser, Dehydration, Dullness, Enlarged Pores, Skin Care, South Korea",true,Title,Default Title,,,,,,,,,170.0,shopify,5,deny,manual,6.500,,true,true,,,,,'28313334,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5495.jpg?v=1742944967,1,"",false,,,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
acne-foam-cleanser-heartleaf-foam-150ml,Acne Foam Cleanser Heartleaf Foam 150ml,"<p>This gentle foam cleanser effectively soothes the skin and reduces excess sebum production, minimizing both irritation and breakouts in acne-prone skin. It features Heartleaf extract and Centella Asiatica, known for their powerful antioxidant properties, to calm irritation and protect the skin's barrier.</p>
<p>Salicylic Acid helps to regulate sebum production and remove impurities from pores, resulting in smooth and clear skin. It is cruelty-free and does not contain alcohol, artificial fragrance, mineral oil, parabens, or essential oils. This creamy cleanser effectively clears and cleanses without causing irritation, leaving the skin supple and refreshed. Suitable for all skin types.</p>
<p><strong>How to Use</strong><br>Dispense a small amount to wet hands and rub them together to create a rich foam. Gently massage all over the face and rinse off with lukewarm water. </p>
<p><strong>Full List of Ingredients</strong><br>Water, Sodium Cocoyl Isethionate, Glycerin, Houttuynia Cordata Extract(30,000ppm), Coco-Betaine, Sodium Methyl Cocoyl Taurate, Butylene Glycol, Gaultheria Procumbens (Wintergreen) Leaf Extract, Centella Asiatica Extract, Glyceryl Stearate SE, Potassium Cocoyl Glycinate, Salicylic Acid, Sodium Chloride, Caprylyl Glycol, Polyquaternium-67, Tromethamine, Panthenol, 1,2-Hexanediol, Ethylhexylglycerin, Disodium EDTA</p>
<p><strong>Size</strong><br><span>150 ml</span></p>
<p> </p>",Abib,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansers,"Abib, Acne, All Skin Types, Cleanser, Dehydration, Dullness, Enlarged Pores, Sensitive, Skin Care, South Korea, Uneven Skin",true,Title,Default Title,,,,,,,,,170.0,shopify,2,deny,manual,6.600,,true,true,,,,,'25003766,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-5493.jpg?v=1742944493,1,"",false,,,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
cica-collagen-mask-320g,Cica Collagen Mask 320g,"<p><meta charset=""UTF-8"">Cica Collagen Mask aims to provide tightness, soothing, and moisture to the skin. It contains 300Da low molecular fish collagen, which can be absorbed more easily compared to other animal collagens. Additionally, it features Hydroxypinacolone Retinoate (99% pure Retinol) which effectively shrinks pores and tightens skin, as well as Glycine Soja Phytoplacenta Extract that stimulates collagen production and tightens skin. It has passed a skin irritation test and is suitable for all skin types.<span></span></p>
<p><strong>How to Use</strong><br><span>After cleansing and toning your face, evenly apply the sheet mask to the entire face. Remove the mask after 10-20 minutes, then gently tap the skin to help absorb any remaining residue.</span></p>
<p><span><strong>Full List of Ingredients<br></strong></span>Purified Water, Diglycerin, Glycereth-26, Niacinamide, Methylpropanediol, 1,2-hexanediol, Trehalose, Polyglycerin-3, Ammonium Acryloyldimethyltaurate/vp Copolymer, Panthenol , Hydroxyacetophenone, Ethylhexylglycerin, Caprylyl Glycol, Glycerin, C12-14 Alketh-12, Adenosine, Sodium Polyacrylate, Xanthan Gum, Disodium Edta, Butylene Glycol, Hibiscus Sabdariffa Flower Extract, Triticum Vulgare Sprout Extract, Glycine Soja Phytoplacenta Extract, Parfum, Centella Asiatica Extract, Sodium Hyaluronate, Helianthus Annuus Seed Oil, collagen Extract, Hydrolyzed collagen, Madecassoside, Madecassic Acid, Asiaticoside, Asiatic Acid, Propolis Extract</p>
<p><strong>Size</strong><br><span>320 g</span></p>
<p> </p>",VT COSMETICS,Health & Beauty > Personal Care > Cosmetics > Skin Care > Compressed Skin Care Mask Sheets,Mask,"Aging and Wrinkles, All Skin Types, Dehydration, Enlarged Pores, Masks, Skin Care, South Korea, Uneven Texture, VT COSMETICS",true,Title,Default Title,,,,,,,,,360.0,shopify,2,deny,manual,9.350,10.000,true,true,,,,,'8809695677281,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/232A8F3C-92AF-4F3D-A7A8-EFE7756A589B.jpg?v=1742868571,1,"",false,,,8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.256,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
smooth-foot-peel-240ml,Smooth Foot Peel 240ml,"<p>Smooth Foot Peel product uses Pure Damyang Bamboo Charcoal to gently exfoliate the skin on your heels, leaving your feet with a smooth appearance. Simply spray and rub the area to remove dead skin cells and enjoy the benefits of a gommage peeling type treatment. This unique blend will leave your feet feeling soft and rejuvenated.<span></span><br></p>
<p><strong>How to Use</strong><br><span>Shake before you use and spray evenly on foot areas that need exfoliation.Gently massage and rub over the sprayed areas.Rinse with lukewarm water to wash away the rubbed out dead skin.</span></p>
<p><span><strong>Size</strong><br>240 ml</span></p>",The Face Shop,Health & Beauty > Personal Care > Foot Care,foot spray,"All Skin Types, Body Care, Dullness, FOOT SPRAY, South Korea, The face shop",true,Title,Default Title,,,,,,,,,270.0,shopify,0,deny,manual,2.750,4.000,true,true,,,,,'43293430,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/D89F708D-EEB3-45D3-989B-A56030911157.jpg?v=1742868144,1,"",false,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rice-water-bright-facial-foaming-cleanser-150ml,Rice Water Bright Facial Foaming Cleanser 150ml,"<p><span>Skin-brightening cleansing foam treats skin to the conditioning effect of rice water as it lifts away surface impurities, excessive oil and makeup for an immaculate and comfortable clean. Natural rice water steeps skin in needed nutrients and minerals, creating a velvety soft feel that just begs to be touched and caressed. The first and all important step to a healthy and radiant complexion.</span></p>
<p><span><strong>How to Use</strong><br>Apply to skin, massaging in a circular motion.Rinse with lukewarm water.</span></p>
<p><span><strong>Full List of Ingredients<br></strong>Water, Myristic Acid, Glycerin, Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Cocamidopropyl Betaine, Cocamide MEA, Disodium Cocoamphodiacetate, Glyceryl Stearate, PEG-100 Stearate, Sodium Lauryl Sulfate, Oryza Sativa (Rice) Extract (1000ppm), Saponaria Officinalis Leaf Extract, Oryza Sativa (Rice) Bran Oil (10ppm), Titanium Dioxide, Sodium Chloride, Divinyldimethicone/Dimethicone Copolymer, C12-13 Pareth-23, C12-13 Pareth-3, Hexylene Glycol, Disodium EDTA, CI 42090, CI 19140, CI 14700, Hydroxypropyl Methylcellulose, Fragrance</span></p>
<p class=""grey-text"">This list of ingredients represents all options or variants of this product. Actual ingredients in a given product option may vary from this list.</p>
<p class=""grey-text"">Ingredients subject to change at manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to product packaging.</p>
<p class=""grey-text""><strong>Size</strong><br><span>150 ml</span></p>",The Face Shop,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansers,"All Skin Types, Brightening, Cleanser, Dehydration, Skin Care, South Korea, The face shop",true,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,4.400,5.000,true,true,,,,,'38935286,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/A656B25E-8217-4811-80B8-B9D52929B7D4.jpg?v=1742867608,1,"",false,,,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
rice-water-bright-cleansing-lotion-200ml,Rice Water Bright Cleansing Lotion 200ml,"<p><span>Formulated with Rice Extract, the Face Shop Rice Water cleansing milk effectively removes makeup and nourishes the skin. It is a gentle yet powerful cleansing lotion that effortlessly melts away impurities, leaving your skin feeling soft, supple, and brightened.</span></p>
<p><span><strong>How to Use</strong><br>Apply to skin, massaging in a circular motion.Rinse with lukewarm water.</span></p>
<p><span><strong>Full List of Ingredients<br></strong>Purified Water, Mineral Oil, Dipropylene Glycol, Isopropyl Myristate, Dicaprylyl Ether, 1,2-Hexanediol, Oryza Sativa (Rice) Extract(2, 200 ppb), Oryza Sativa (Rice) Bran Oil(100, 000 ppb), Saponaria Officinalis Leaf/Root Extract, Cetearyl Olivate, Stearic Acid, Sorbitan Olivate, Caprylic/Capric Glycerides, PPG-26-Buteth-26, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-40 Hydrogenated Castor Oil, Lithium Magnesium Sodium Silicate, Sodium Cetearyl Sulfate, Caramel, Potassium Hydroxide, Disodium EDTA, Dextrin, Butylene Glycol, Tocopherol, Phenoxyethanol, Fragrance, Hexyl Cinnamal</span></p>
<p class=""grey-text"">Ingredients subject to change at manufacturer's discretion. For the most complete and up-to-date list of ingredients, please refer to product packaging.</p>
<p class=""grey-text""><strong>Size</strong><br><span>200 ml</span></p>",The Face Shop,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansers,"All Skin Types, Brightening, Cleanser, Dehydration, Skin Care, South Korea, The face shop, Uneven Skin",true,Title,Default Title,,,,,,,,,250.0,shopify,3,deny,manual,4.000,5.500,true,true,,,,,'34216694,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/20EAC1C7-45A3-4EEF-9437-5091D7380B11.jpg?v=1742867227,1,"",false,,,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
